"","ID","name","category","main_category","currency","deadline","goal","launched","pledged","state","backers","country","usd_pledged"
"1",642407352,"Harrison Bonvissuto Solo Ep","Indie Rock","Music","USD",2015-07-09 15:53:35,2000,2015-06-09 15:53:35,245,"failed",9,"US",245
"2",1479588832,"A Film For The Community","Film & Video","Film & Video","USD",2013-05-26 21:22:01,2400,2013-04-26 21:22:01,5,"failed",1,"US",5
"3",1613444427,"Dris-skulls","Art","Art","USD",2014-11-01 22:27:10,700,2014-10-02 23:27:10,0,"failed",0,"US",0
"4",1935621943,"Star-Cross'd Audiobooks","Radio & Podcasts","Publishing","USD",2013-11-17 21:14:25,5000,2013-10-18 21:14:25,656,"failed",17,"US",656
"5",1501303668,"The Ultimate Beginner's Guide to Gemstones and Crystals","Product Design","Design","USD",2015-09-15 17:50:02,1250,2015-08-26 17:50:02,418,"failed",9,"US",418
"6",732979353,"Fuzzyface graphic novel reprinting campaign","Comics","Comics","USD",2011-09-18 23:12:02,3500,2011-08-19 23:12:02,520,"failed",14,"US",520
"7",1795308244,"Help support Mark P. Bromley Art creation studios.","Art","Art","USD",2013-12-20 21:12:51,1000,2013-12-05 21:12:51,5,"failed",1,"US",5
"8",1740988407,"Baptized in Cannabis","Documentary","Film & Video","USD",2015-08-02 21:54:54,1800,2015-06-03 21:54:54,0,"failed",0,"US",0
"9",249492876,"Andersen Studio's Limited Edition Heron Sculpture Project","Sculpture","Art","USD",2013-04-15 15:04:13,5000,2013-03-16 14:04:13,692,"failed",13,"US",692
"10",637378473,"The Faces of Occupy Philadelphia","Painting","Art","USD",2011-12-21 04:00:00,4000,2011-11-30 20:58:19,1374,"failed",18,"US",1374
"11",1949799217,"Super Secret Undergarments","Apparel","Fashion","USD",2015-02-17 05:46:24,20000,2015-01-18 05:46:24,0,"failed",0,"US",0
"12",335300875,"'Na Voce e 'na Chitarra  A CD of Neapolitan Music","Music","Music","USD",2015-06-18 01:50:17,12000,2015-05-19 01:50:17,381,"failed",6,"US",381
"13",716062114,"Minidigita","Journalism","Journalism","USD",2011-12-24 19:32:16,3800,2011-11-19 19:32:16,15,"failed",1,"US",15
"14",690550723,"Help expand karp reed brewing company","Food","Food","USD",2013-03-03 20:58:15,5000,2013-02-01 20:58:15,0,"failed",0,"US",0
"15",318371259,"Warped Humor Tees","Apparel","Fashion","USD",2016-02-18 18:37:00,5500,2016-01-19 18:37:00,25,"failed",1,"US",25
"16",892078389,"The Millennial Minstrel","Music","Music","USD",2012-04-23 22:42:53,10000,2012-03-09 22:42:53,1621,"failed",34,"US",1621
"17",397969027,"discovered masterpiece","Art","Art","USD",2015-03-16 03:55:17,4400,2015-02-14 04:55:17,0,"failed",0,"US",0
"18",874861711,"The Written In Blood Compilation CD - aimed at addressing violence & substance abuse","Music","Music","USD",2010-11-07 02:00:00,6000,2010-10-01 18:28:18,161,"failed",3,"US",161
"19",882271293,"JUNGLE JIM teaches children to read and learn about animals!","Family","Film & Video","USD",2015-10-31 06:55:32,7500,2015-10-01 07:55:32,529.76,"failed",10,"US",529.76
"20",34475618,"Scumbags","Webseries","Film & Video","USD",2015-04-26 04:46:50,2500,2015-03-27 03:46:50,450,"failed",7,"US",450
"21",1534160592,"A Children's Series ""Wheelin' Willy & Friends""","Children's Books","Publishing","USD",2014-11-13 16:35:58,1000,2014-10-14 16:35:58,0,"failed",0,"US",0
"22",994654802,"BESSIE, MS.BUFFALO SOLDIER, & THE BLACK MUSKETEER","Theater","Theater","USD",2013-05-24 08:05:09,5000,2013-04-24 08:05:09,155,"failed",3,"US",155
"23",1667724504,"SILVER SOLDIERS the Comic","Comic Books","Comics","USD",2016-10-01 07:44:06,1500,2016-09-01 07:44:06,529,"failed",11,"US",38
"24",60857615,"DARKBLU EP release, ""SANDS OF TIME""","Metal","Music","USD",2013-09-19 14:45:40,1500,2013-08-20 14:45:40,25,"failed",1,"US",25
"25",1772918737,"Jeff Montgomery""s Original Music","Music","Music","USD",2012-03-27 19:31:49,15000,2012-01-27 19:31:49,0,"failed",0,"US",0
"26",125105464,"Second Chance","Film & Video","Film & Video","USD",2012-09-25 21:42:00,1000,2012-09-11 01:09:04,420,"failed",3,"US",420
"27",2047506520,"Jonathon Waterman Summer Record","Music","Music","USD",2012-07-31 07:01:00,5000,2012-06-05 00:14:05,925,"failed",11,"US",925
"28",873111318,"Snapshots: Greenery in Iowa","Nature","Photography","USD",2015-05-31 00:00:00,37,2015-05-18 20:05:04,11,"failed",2,"US",11
"29",1527194906,"Marble Eclipse / Discern Destiny","Video Games","Games","USD",2012-06-23 06:31:50,10000,2012-05-23 06:31:50,280,"failed",13,"US",280
"30",1616740745,"New Laptop to Continue my Project","Games","Games","USD",2016-05-27 00:27:13,1500,2016-04-27 00:27:13,40,"failed",2,"US",40
"31",1662174577,"Wise One Inspirational Clothing","Apparel","Fashion","USD",2015-01-20 21:45:43,600,2014-12-21 21:45:43,36,"failed",3,"US",36
"32",2131578479,"King of Wings","Food","Food","USD",2015-01-17 06:59:00,200,2014-12-16 05:17:36,15,"failed",1,"US",15
"33",1861235096,"Intimate Visual Tour of Biblical Sites in Greece & Turkey","Photography","Photography","USD",2012-09-13 06:05:41,4000,2012-08-14 06:05:41,305,"failed",6,"US",305
"34",2146236640,"COD: Ghosts 48hr Live Stream beginning July 25th at Midnight","Video Games","Games","USD",2014-07-25 08:00:00,1000,2014-07-16 08:20:17,0,"failed",0,"US",0
"35",2016716582,"Mourning Soul Debut Album Project -Tales From the Script","Faith","Music","USD",2015-04-25 01:49:36,3650,2015-04-05 01:49:36,474,"failed",8,"US",474
"36",1883340667,"All You Need Is Love!","Painting","Art","USD",2013-01-06 18:37:12,1400,2012-12-07 18:37:12,5,"failed",1,"US",5
"37",947738953,"In My Mother's Clothes","Fine Art","Photography","USD",2016-03-27 00:55:34,5000,2016-02-26 01:55:34,10,"failed",1,"US",10
"38",498283216,"I AM ALIVE - an Armenian Genocide love story told in song","Musical","Theater","USD",2015-02-26 22:26:00,26000,2015-01-26 21:26:07,5181,"failed",53,"US",5181
"39",712380648,"CHOKING THE BUTTERFLY","Theater","Theater","USD",2012-10-23 05:59:00,1500,2012-09-22 18:14:33,765,"failed",17,"US",765
"40",1600164740,"KEYHELD","Documentary","Film & Video","USD",2016-08-07 17:57:07,15000,2016-07-08 17:57:07,0,"failed",0,"US",0
"41",1033529082,"Large Scale Ten Piece Emotional Watercolor Project","Painting","Art","USD",2012-07-30 09:51:00,300,2012-06-30 09:51:00,0,"failed",0,"US",0
"42",891984403,"The Cracker Barrel Armory - a book","Nonfiction","Publishing","USD",2013-03-25 21:24:52,25000,2013-02-23 22:24:52,0,"failed",0,"US",0
"43",179093312,"Frost 7","Narrative Film","Film & Video","USD",2010-10-28 01:46:10,7000,2010-09-28 01:46:10,2520,"failed",7,"US",2520
"44",1554680534,"Samantha Samsam Pinup Calendar","Photography","Photography","USD",2012-06-18 01:43:04,2700,2012-04-19 01:43:04,2361,"failed",48,"US",2361
"45",1566233821,"SO JUST DANCE","Film & Video","Film & Video","USD",2012-08-11 09:00:00,2500,2012-07-30 21:06:47,5,"failed",1,"US",5
"46",1792318617,"Taking the show to the next level!","Journalism","Journalism","USD",2012-08-20 22:37:44,2500,2012-07-21 22:37:44,0,"failed",0,"US",0
"47",625742338,"Restoring the Lost Photos of Jimi, Janis and The Greats","Photography","Photography","USD",2014-01-25 06:00:00,7000,2013-12-10 03:09:39,2353,"failed",35,"US",2353
"48",846289388,"Eric K. Auld + Musical Comedy Album = No Apocalypse","Music","Music","USD",2010-07-14 06:00:00,6000,2010-05-11 23:58:32,805,"failed",26,"US",805
"49",985239995,"Your 9/11 Story","Nonfiction","Publishing","USD",2014-09-20 08:59:00,1500,2014-09-04 16:31:33,0,"failed",0,"US",0
"50",1464719920,"STAR WARS: Bond Of The Force","Science Fiction","Film & Video","USD",2016-02-27 00:10:34,8500,2016-01-28 00:10:34,76,"failed",4,"US",76
"51",913613881,"House of St. James - Debut Single - ""Twerkers Anonymous""","Hip-Hop","Music","USD",2015-03-08 02:56:27,4000,2015-02-06 02:56:27,25,"failed",1,"US",25
"52",1628415023,"Welcome To Harlem - The Movie!","Film & Video","Film & Video","USD",2011-02-24 17:56:37,30000,2011-01-25 17:56:37,3825,"failed",31,"US",3825
"53",1404283782,"OriJeans: Raw Denim Bags","Accessories","Fashion","USD",2014-11-11 21:59:20,5000,2014-10-07 21:59:20,1818,"failed",16,"US",1818
"54",361860371,"Follow your dreams, See the world as it is with individualis","Documentary","Film & Video","USD",2015-08-13 01:00:00,1400,2015-07-09 23:37:36,0,"failed",0,"US",0
"55",1196067629,"Pants on 1001 Way","Fashion","Fashion","USD",2013-03-03 13:35:23,15000,2013-02-01 13:35:23,2040,"failed",15,"US",2040
"56",952672638,"Everyday Glam Girl where confidence is your best accessory","Fashion","Fashion","USD",2015-06-14 18:18:03,25000,2015-05-15 18:18:03,0,"failed",0,"US",0
"57",2020527940,"King Kong ""Glow Light""","Art","Art","USD",2011-01-21 23:48:14,250,2011-01-06 23:48:14,125,"failed",2,"US",125
"58",762935740,"Dot [Indie Dev Needing Funds]","Video Games","Games","USD",2015-06-03 12:24:44,300,2015-05-04 12:24:44,121,"failed",5,"US",121
"59",1663753524,"The Long Green Line Webseries","Documentary","Film & Video","USD",2011-09-29 07:08:34,6000,2011-08-30 07:08:34,2492,"failed",50,"US",2492
"60",2008855051,"Koi Aquaponic Greenhouse Build","Food","Food","USD",2013-11-01 01:39:24,5000,2013-10-02 02:39:24,1715,"failed",13,"US",1715
"61",164141254,"Christmas is Coming Very Soon! - recording budget","Pop","Music","USD",2011-12-26 05:59:00,4800,2011-12-05 14:32:22,30,"failed",2,"US",30
"62",1627980089,"Frank Barnett: Private Detective - Issues 1 and 2","Comics","Comics","USD",2011-10-13 03:54:49,5000,2011-09-12 03:54:49,2395,"failed",61,"US",2395
"63",2140083330,"Savannah - Dublin Of The American South","Documentary","Film & Video","USD",2016-04-11 20:05:10,15000,2016-03-12 20:05:10,307,"failed",3,"US",307
"64",1786273757,"GIVE THE GIFT of first-time publication to 10 new writers.","Publishing","Publishing","USD",2015-02-01 21:57:44,10000,2014-12-18 21:57:44,106,"failed",4,"US",106
"65",1592959839,"""Violet Lee"": A short film by Gaslight District Productions","Shorts","Film & Video","USD",2011-09-03 05:32:35,600,2011-07-13 05:32:35,406,"failed",6,"US",406
"66",731143357,"The Rape Diaries","Fiction","Publishing","USD",2016-11-30 07:00:00,6000,2016-10-26 19:23:01,50,"failed",1,"US",0
"67",1941259374,"1 Camera, 1 Man, Creating a Music Community","Music","Music","USD",2015-06-12 00:48:08,780,2015-05-13 00:48:08,1,"failed",1,"US",1
"68",43572898,"Riot and Murder at Mens' Max Prison","Nonfiction","Publishing","USD",2014-10-18 18:43:00,375,2014-09-19 19:58:04,20,"failed",1,"US",20
"69",1985471315,"Subway Mantras","Translations","Publishing","USD",2016-11-15 19:13:22,7500,2016-11-02 18:13:22,1527,"failed",14,"US",141
"70",1044434971,"Blob Wars- splitting your way to basic math skills.","Academic","Publishing","USD",2016-02-09 07:00:00,550,2016-02-04 05:22:06,30,"failed",2,"US",30
"71",99698963,"The Long Haul","Webseries","Film & Video","USD",2015-03-07 21:26:59,10000,2015-02-05 21:26:59,101,"failed",2,"US",101
"72",1615502456,"Christian Radke ""Fatal Attraction"" Tour","Hip-Hop","Music","USD",2013-12-17 22:38:01,15000,2013-11-07 22:38:01,160,"failed",4,"US",160
"73",926593102,"Circumvent Long Island NY by Fatbike on Beach and Trail","Documentary","Film & Video","USD",2014-12-15 01:00:40,10000,2014-11-15 01:00:40,40,"failed",4,"US",40
